"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2254",Programa de Construcción de Infraestructura y Rescate de Escenarios Deportivos (PRODEPORTE),SLV-2025-2254-13295-B,"ADQUISICIÓN E INSTALACIÓN DE SISTEMA DE DETECCIÓN DE INCENDIOS A INSTALARSE EN EL ESTADIO NACIONAL  JORGE EL MAGICO GONZALEZ, DEPARTAMENTO DE SAN SALVADOR",Bienes,Instituto Nacional de los Deportes de El Salvador (INDES),0.00,Fracasado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14420-O,"Construcción de obras del proyecto  Sistemas de Agua y Saneamiento  comunidades El Limón N°1 y N°2, ejecutado bajo la modalidad Proyectos Guiado por la Comunidad (PGC) la cual es una modalidad de ejecución en el FISE, regido por el manual PGC, el costo del contrato será mayor a US$50,000 y hasta US$200,000.  (Actualizado monto de ejecución del proyecto).",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),200807.76,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14475-CI,Contratación de dos especialistas hidrogeólogo.,Consultorías Individuales,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),43200.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15654-O,"Estudios, diseño y construcción del centro educativo C.T.P. Quepos",Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7830-S,"Gasolinera Texaco El Tucan, Servicio de combustible para Comayagua.",Servicios,Secretaría de Agricultura y Ganadería (SAG),5000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-18642-O,Construcción del centro educativo Calle Liles,Obras,Ministerio de Educación Pública (MEP),1357569.08,En Curso
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2454-S,Adquisición de seguro anual para vehículos de la UEEP,Servicios,Ministerio de Gobernación (MINGOB),6000.00,Contratado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181GOBERNACIÓN-19462-CI,Consultor en Seguimiento de Metas Físicas,Consultorías Individuales,Ministerio de Gobernación (MINGOB),39475.00,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8890-B,"Provision of Laboratory and Cremation Equipment
for the NFSS. Items no. 4, Equipment Laboratory Chemistry section: 4500 Portable Fourier Transform Infra Red (FTIR)
Item no. 9, Equipment Laboratory Exhibit management: Environmental Laboratory refrigerator",Bienes,Ministry of Economic Development (MED),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19882-B,"Adquisición de equipos de cómputo, impresoras multifuncional, equipos de proyección, servidores y mobiliario para el desarrollo de actividades del proyecto",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),550414.90,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19988-S,Adquisición de premios para concursos en busca de la innovación con calidad,Servicios,Ministerio de Hacienda y Crédito Público (MHCP),2300.00,Previsto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20110-CI,Contratación de servicio de consultoría de producción de semilla y bioinsumos,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20167-CI,Coordinador de Seguimiento proyecto porcino,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),18000.00,Contrato Terminado
"2231",IX PROGRAMA DE MEJORAMIENTO Y AMPLIACION DE CARRETERAS,NIC-2025-2231-14124-CF,Supervisar las obras de Mejoramiento del camino Cuapa - La Libertad en el departamento de Chontales  (48.78),Consultorías Firmas,Ministerio de Transporte e Infraestructura (MTI),3570437.91,Adjudicado
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7242-S,"3.10 Taller Regional de formacion de Técnicos de cajas (2025)",Servicios,Programa de la Red Solidaria (PRS),54000.00,Previsto
"2342","HN - Proyecto de Construcción de la Presa Multipropósito El Tablón, Etapa I",HND-2025-2342-12001-B,"Materiales de Campo (Equipo de Seguridad, Bioseguridad y otros materiales)",Bienes,Empresa Nacional de Energía Eléctrica (ENEE),12000.00,Previsto
"2181FORENSE",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181FORENSE-14804-S,Adquisición de Póliza de Seguro para el Vehículo aéreo no tripulado de la Unidad Especial de Ejecución del Programa de Inversión y Modernización para el Sector Justicia del INACIF ,Servicios,Instituto Nacional de Ciencias Forenses de Guatemala (INACIF),0.00,Fracasado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1675-S,"Servicio de mantenimiento y reparación de vehículos 
(Se prevé posterior al vencimiento de los servicios requeridos en la compra de los vehículos de la UEEP)",Servicios,Organismo Judicial Guatemala (OJ),6500.00,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-16062-O,Contratación de 1  Proyectos de Obras Reparaciòn Instituto 18 de Noviembre.,Obras,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",1431338.27,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-609-CI,Contratación de Oficial Financiero de Adquisiciones CPN-FHIS-38-2023,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",50000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-19798-O,Construcción de un puente vehicular de un carril con paso peatonal adosado sobre el Río Limón en ruta cantonal 6-08-161,Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),976276.38,Adjudicado
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1441-CI,"IDPP-03 Contratación de una Persona Individual Ingeniero/Arquitecto como Supervisor, para la Construcción Edificio Sede Municipal del Instituto de la Defensa Pública Penal, Municipio de Jalapa",Consultorías Individuales,Instituto de la Defensa Pública Penal de Guatemala (IDPP),60000.00,Previsto
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-S-2261-4053-B,Llantas para el vehículo del proyecto 2026,Bienes,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",2100.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-1108-B,Compra de Laptop para el fortalecimiento de la Unidad Gestora de Proyectos (UGP). DESCRIPCIÓN: 15 laptop para el equipo de consultores que conforma la UGP y unidades ejecutoras.. ,Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",30000.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-2025-2256-13939-CI,"Contratación de Arquitectos o Ingenieros Civiles Junior para el diseño de proyectos de infraestructura educativa para la Unidad Gestora de Proyectos (UGP) en apoyo a la Dirección de Infraestructura y Ambientes Educativos (DIAE). Cantidad de consultores: 16 | Honorarios mensual: $1,500.00 | Periodo de Contratación: 24 meses ",Consultorías Individuales,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",576000.00,Previsto
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1180-CI,"Servicios de Consultoría Individual: ""Especialista en Gestión Social BCIE – 2243 y 2306"". Sus principales funciones serán: a) Brindar seguimiento y apoyo técnico a la implementación del Estudio de Impacto Social (EIS) y de los Programas de Gestión Social (PGS) para el proyecto, b) Desarrollar estrategias, programaciones y planes de trabajo, con el propósito de lograr que el contratista y la supervisión en la etapa de construcción, c) Garantizar que dentro de los programas de gestión social se incorpore la elaboración e implementación de un plan de capacitación dirigido al personal de las empresas constructoras y supervisoras en temas de género, d) Identificación, divulgación y seguimiento de directrices capaces de lograr la transversalidad del enfoque de género en las dinámicas y/o procesos generados por las empresas constructoras y supervisoras, etc. Salario mensual es de: $2,700.00, por un período de 3.5 años.",Consultorías Individuales,Ministerio de Obras Públicas y de Transporte (MOPT),113400.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12548-O,"Contratación de estudios, diseño y construcción de obras de estabilización CA - Lote 1-2",Obras,Consejo Nacional de Vialidad (CONAVI),0.00,Desierto
"2161",Proyecto de Fortalecimiento de las Capacidades de I+D,ARG-2025-2161-12693-B,"Proyectos de investigación destinados a la compra de equipamiento científico de menos de USD 50.000.- Concurso de proyectos. Se financian  la compra 219 equipos aprox, se van a realizar varios procesos por el monto de comparación de precio menores a USD 50.000.-",Bienes,Ministerio de Ciencia y Tecnología e Innovación Productiva (MINCYT),1624066.46,Adjudicado
"2193",Proyecto de gestión por resultados en salud para la atención de población adulta mayor en la Argentina,ARG-INDSSPJ-2193-10243-B,"1.2 EQUIPAMIENTO MÉDICO - ARCO EN C - Equipo de Arco en C destinado al Hospital del Bicentenario de Ituzaingó y Hospital Dr. B. Houssay, Provincia de Buenos Aires.",Bienes,Instituto Nacional de Servicios Sociales para Jubilados y Pensionados (PAMI),266753.00,Adjudicado
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4332-CI,"Servicio de consultoría: Contratación de tres especialistas en infraestructura. Monto mensual por cada uno: $2,500.00. Plazo: 03 de abril del 2025 al 03 de abril del 2026 (prorrogable hasta un máximo de 24 meses adicionales)",Consultorías Individuales,Dirección Nacional de Compras (DINAC),270000.00,Adjudicado
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10520-CI,Contratación de Especialista en Gestión Ambiental.  Profesional que dará cumplimiento al Plan de Acción Ambiental y Social de acuerdo con lo establecido en el Contrato del Préstamo número 2230 y la legislación nacional en temas socio ambientales,Consultorías Individuales,Ministerio de Salud Pública y Asistencia Social (MSPAS),39600.00,Contrato Terminado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3509-O,CONSTRUCCION DE VIVIENDAS PARA FAMILIA EN ESTADO CRITICO ¨PEDRO JARQUIN¨EN EL MUNICIPIO DE KUKRA HILL. (18 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),126000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3623-O,Construcción de Viviendas Extrema Pobreza Fase V en el Municipio de Kukra Hill (16 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),128000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3735-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Laguna de Perlas (24 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),192000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3848-O,Construcción de viviendas de extrema pobreza Fase XII en el municipio de Chichigalpa (12 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),102000.00,Previsto
"2338",Programa de Mejoramiento y Ampliación en 4 Sistemas de Agua Potable en 5 ciudades de Nicaragua,NIC-2025-2338-16046-O,Mejoramiento y ampliación del Sistema de Agua Potable de las ciudades de San Jorge y Buenos Aires,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),9369616.17,Previsto
"2254",Programa de Construcción de Infraestructura y Rescate de Escenarios Deportivos (PRODEPORTE),SLV-2025-2254-13296-B,"ADQUISICIÓN E INSTALACIÓN DE SISTEMA DE DETECCIÓN DE INCENDIOS A INSTALARSE EN EL ESTADIO NACIONAL  JORGE EL MAGICO GONZALEZ, DEPARTAMENTO DE SAN SALVADOR",Bienes,Instituto Nacional de los Deportes de El Salvador (INDES),166431.59,Contratado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14421-O,"Construcción de obras del proyecto  Sistema de Agua   comunidad Buena Vista- Etapa I Obra de captación, ejecutado bajo la modalidad Proyectos Guiado por la Comunidad (PGC) la cual es una modalidad de ejecución en el FISE, regido por el manual PGC, el costo del contrato será mayor a US$50,000 y hasta US$200,000.",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),199990.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14476-CI,Contratación de dos especialistas hidrosanitarios (se actualiza a lo ejecutado),Consultorías Individuales,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),77400.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15656-O,Construcción del centro educativo C.T.P. Quepos,Obras,Ministerio de Educación Pública (MEP),7091803.91,En Curso
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7831-S,"Suministro de Servicio de Combustible, Tegucigalpa ( Gasolinera DIPSSA, Morazan )",Servicios,Secretaría de Agricultura y Ganadería (SAG),5000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-18643-O,Construcción del centro educativo Sixto Cordero,Obras,Ministerio de Educación Pública (MEP),1550844.74,En Curso
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2455-CF,"Servicios de supervisión para  Diseño y Construcción y equipamiento de un Centro de Cumplimiento de Condena para Hombres ubicado Finca Cuyuta, Lote 218, Masagua, Escuintla",Consultorías Firmas,Ministerio de Gobernación (MINGOB),3664500.00,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181GOBERNACIÓN-19463-CI,Consultoría Asistente en Procesos Tecnológicos,Consultorías Individuales,Ministerio de Gobernación (MINGOB),39475.00,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8891-B,"Provision of Laboratory and Cremation Equipment for the NFSS. Items no. 4, Equipment Laboratory Chemistry section: 4500 Portable Fourier Transform Infra-Red (FTIR)
Item no. 9, Equipment Laboratory Exhibit management: Environmental Laboratory refrigerator",Bienes,Ministry of Economic Development (MED),73000.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19885-B,Adquisición de animales vivos para reproducción (sementales y vientres bovinos),Bienes,Ministerio de Hacienda y Crédito Público (MHCP),864214.23,Previsto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19996-S,Servicios de Capacitación para Implementar plan de capacitación y entrenamiento para la formación de formadores (pasantías y curso de especialización) para fortalecer la capacidad técnica del personal de la DGFEX,Servicios,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20112-CI,Técnico Especialista para seguimiento en el mejoramiento de los procesos productivos de las PYMES,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),38520.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20170-CI,"Contratación de consultor para asistencia técnica para el esquema de acreditación de laboratorios, que brindan servicios a las pequeñas y medianas empresas con potencial exportador y capacitación técnica al personal de ONA involucrado",Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2231",IX PROGRAMA DE MEJORAMIENTO Y AMPLIACION DE CARRETERAS,NIC-2025-2231-14125-CF,Aprobación y Seguimiento de la Contratación de los Módulos Comunitarios de Adoquinado.,Consultorías Firmas,Ministerio de Transporte e Infraestructura (MTI),108000.00,Adjudicado
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7243-S,"3.11 Alimentacion para reuniones grupales departamentales en los 18 departamentos (2025 y 2026)",Servicios,Programa de la Red Solidaria (PRS),10800.00,Previsto
"2342","HN - Proyecto de Construcción de la Presa Multipropósito El Tablón, Etapa I",HND-2025-2342-12002-B,Reproducción de Documentos,Bienes,Empresa Nacional de Energía Eléctrica (ENEE),30000.00,Previsto
"2181FORENSE",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181FORENSE-18342-S,Adquisición de licencias informáticas Autocad y Revit para uso de la Unidad Especial de Ejecución del Programa de Inversión y Modernización para el Sector Justicia del INACIF,Servicios,Instituto Nacional de Ciencias Forenses de Guatemala (INACIF),7000.00,Adjudicado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1676-S,Servicio de Seguro de vehículos de la UEEP,Servicios,Organismo Judicial Guatemala (OJ),7200.00,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-16063-O,Contratación de 25 Proyectos de Obras,Obras,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",11579343.44,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-610-CI,Contratación de Oficial Técnico de Adquisiciones CPN-FHIS-39-2023,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",50000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-20363-O,"Consultoría en diseño, planos constructivos, servicios de demolición y reconstrucción de centros educativos en área Coto Brus, Partida 1 Escuela Concepción; Consultoría en diseño, planos constructivos, servicios de demolición y reconstrucción de centros educativos en área Coto Brus, Partida 2 Escuela El Ceibo; Consultoría en diseño, planos constructivos, servicios de demolición y reconstrucción de centros educativos en área Coto Brus, Partida 3 CTP Umberto Melloni Campanini; Consultoría en diseño, planos constructivos, servicios de demolición y reconstrucción de centros educativos en área Coto Brus, Partida 4  Escuela Ngöbegüe; Consultoría en diseño, planos constructivos, servicios de demolición y reconstrucción de centros educativos en área Coto Brus, Partida 5 escuela Federico Gutiérrez Braun",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),2459670.38,Previsto
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1443-CI,"IDPP-03 Contratación de una Persona Individual Ingeniero/Arquitecto como Supervisor, para la Construcción Edificio Sede Municipal del Instituto de la Defensa Pública Penal, Municipio de Flores",Consultorías Individuales,Instituto de la Defensa Pública Penal de Guatemala (IDPP),60000.00,Previsto
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-S-2261-4054-B,Materiales de Oficina para la Unidad Ejecutora del Proyecto año 2026,Bienes,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",3500.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-1111-B,"""Compra de mobiliario para el fortalecimiento de la Unidad Gestora de Proyectos (UGP).  DESCRIPCIÓN: 1 Escritorio Coordinador, 35 Sillas Ejecutivas, 1 Mesa para reuniones, 1 Mesa Reunion modular, 20 Escritorios Modulados + 1 Estacion de 2 escritorios, 1 Division fija, 1 Escritorio para recepción, 3 Estante 3 Niveles, 3 archiveros, 3 Armarios. """,Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",20800.70,Contratado
"2256",Programa Mi Nueva Escuela ,SLV-2025-2256-13940-CI,"Contratación de Arquitectos Senior para desempeñarse como especialista en presupuesto y cálculo de obras de infraestructura educativa para la Unidad Gestora de Proyectos (UGP) en apoyo a la Dirección de Infraestructura y Ambientes Educativos (DIAE). Cantidad de consultores: 2 | Honorarios mensual: $2,200.00 | Periodo de Contratación: 24 meses ",Consultorías Individuales,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",105600.00,Previsto
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1181-CI,"Servicios de Consultoría Individual: ""Especialista en Adquisiciones y Contrataciones BCIE – 2243 y 2306"". Sus principales funciones serán: a) Preparar el Plan General de Adquisiciones (PGA) del préstamo junto con el resto del equipo ejecutor, b) Coordinar con la GACI – MOPT en mantener actualizado el inventario de los procesos de las contrataciones, c) Elaborar la preparación de la información técnica necesaria para iniciar los procesos de adquisiciones y contrataciones que se relacionen con las actividades de la GACI, d) Formar parte de los comités de evaluación que se conformen en los procesos de contratación y selección que se realicen en el marco del contrato de préstamo, etc. Salario mensual es de: $2,700.00, por un período de 3.5 años.",Consultorías Individuales,Ministerio de Obras Públicas y de Transporte (MOPT),113400.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12549-O,"Contratación de estudios, diseño y construcción de obras hidráulicas y de drenaje CA - Lote 1-4",Obras,Consejo Nacional de Vialidad (CONAVI),0.00,Fracasado
"2161",Proyecto de Fortalecimiento de las Capacidades de I+D,ARG-2025-2161-12694-B,"Proyectos de investigación destinados a la compra de equipamiento científico de menos de USD 50.000.- Concurso de proyectos. Se financian 30 proyectos y compra  50 equipos aprox, se van a realizar varios procesos por el monto de comparación de precio menores a USD 50.000.-",Bienes,Ministerio de Ciencia y Tecnología e Innovación Productiva (MINCYT),3762014.26,Adjudicado
"2193",Proyecto de gestión por resultados en salud para la atención de población adulta mayor en la Argentina,ARG-INDSSPJ-2193-10244-B,"1.2 EQUIPAMIENTO MÉDICO - ELECTROBISTURÍ destinado al Hospital del Bicentenario de Ituzaingó",Bienes,Instituto Nacional de Servicios Sociales para Jubilados y Pensionados (PAMI),34277.42,Adjudicado
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-2025-2240-20887-B,Adquisición de medios de transporte para traslado de pacientes y medicamentos para las diferentes unidades del Comando de Sanidad Militar y la PNC. Segunda Convocatoria.,Bienes,Dirección Nacional de Compras (DINAC),3459262.00,En Curso
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10521-CI,Contratación de Especialista en Gestión Ambiental.  Profesional que dará cumplimiento al Plan de Acción Ambiental y Social de acuerdo con lo establecido en el Contrato del Préstamo número 2230 y la legislación nacional en temas socio ambientales,Consultorías Individuales,Ministerio de Salud Pública y Asistencia Social (MSPAS),40462.00,En Curso
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3510-O,"Construcción de Viviendas de Interes Social, para familias en la condicion de Extrema Pobreza ¨Julio Raudez Davila II Etapa¨, en el municipio de Boaco. (25 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),175000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3624-O,Construcción de Viviendas de Extrema Pobreza Fase V en el Municipio El Rama Sector Oeste (16 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),128000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3736-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Laguna de Perlas sector I (23 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),184000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3849-O,Construcción de viviendas de extrema pobreza Fase XII en el municipio El Viejo (20 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),170000.00,Previsto
"2338",Programa de Mejoramiento y Ampliación en 4 Sistemas de Agua Potable en 5 ciudades de Nicaragua,NIC-2025-2338-16047-CF,Valoración Ambiental y Social para el Proyecto de Mejoramiento y Ampliación del Sistema de Agua Potable de la Ciudad Ocotal,Consultorías Firmas,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),200000.00,En Curso
"2254",Programa de Construcción de Infraestructura y Rescate de Escenarios Deportivos (PRODEPORTE),SLV-2025-2254-13297-S,CONTRATACION DE DOS MOTORISTAS PARA UNIDAD EJECUTORA DEL BCIE (RESPONSABLE DE  REALIZAR SUS LABORES CON ALTO GRADO DE RESPONSABILIDAD) US$800.00 ( 32 MESES),Servicios,Instituto Nacional de los Deportes de El Salvador (INDES),19432.29,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14422-O,Construcción de obras del proyecto  Sistema de Agua   comunidad Buena Vista- Etapa II Linea de Conducción y Tanque de Almacenamiento.   (Actualizado monto de adjudicación del proyecto),Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),213893.84,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14477-CI,Contratación de dos especialistas hidráulicos,Consultorías Individuales,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),21600.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15657-O,"Estudios,diseño y construcción del centro educativo Liceo Esparza",Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7832-S,Adquisicion de combustible para Progrma PDABR (Abraham Figueroa ),Servicios,Secretaría de Agricultura y Ganadería (SAG),8000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-18644-O,Construcción del centro educativo Sámara,Obras,Ministerio de Educación Pública (MEP),1269001.06,En Curso
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2456-CF,Consultoria para el Desarrollo de las aplicaciones telefónicas para el MINGOB,Consultorías Firmas,Ministerio de Gobernación (MINGOB),81400.00,Previsto
