"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8892-B,"Items no. 1,2,3,6,7,8: Acquisition of the following equipment: Item No. 1: N-20 Cremation Systems, Item No.  Item No. 3: Equipment Laboratory Chemistry Section: Liquid, Chromatography-Mass Spectroscopy, Item No 6:  Equipment Lab Firearm Section, Leica Comparison Microscope, Item No. 7: Equipment Laboratory Firearm Section: Heavy Duty Gunsmith, Item No. 8: Equipment Laboratory Firearm Section: Forensic Buddy. The equipment should include Factory Guarantee",Bienes,Ministry of Economic Development (MED),0.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19886-B,Adquisición de equipo rodante para unidades móviles de mejoramiento genético,Bienes,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19997-S,"Contratación de servicios de calibración a patrones de masa, de magnitud eléctrica y de presión y de temperatura de LANAMET",Servicios,Ministerio de Hacienda y Crédito Público (MHCP),18500.00,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20113-CI,Técnico Especialista en Seguimiento del Proyecto,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),7200.00,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20178-CI,Técnico especialista en Alimentos,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2291",X Programa de Ampliación y Mejoramiento de Carreteras,NIC-2025-2291-14126-O,"Construcción de la Carretera Litoral del Pacífico entre los Departamentos de Managua, Carazo y Rivas, Tramo 1 El Naranjo - Playa El Remanso (29.53 km)",Obras,Ministerio de Transporte e Infraestructura (MTI),52039978.82,Adjudicado
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7244-S,"3.12 Dos Talleres anuales para medición de resultados 2025 ",Servicios,Programa de la Red Solidaria (PRS),30000.00,Previsto
"2342","HN - Proyecto de Construcción de la Presa Multipropósito El Tablón, Etapa I",HND-2025-2342-12003-B,Planos e Informe Final,Bienes,Empresa Nacional de Energía Eléctrica (ENEE),20000.00,Previsto
"2181FORENSE",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181FORENSE-18390-S,Adquisición de seguro para el vehículo de la Unidad Especial de Ejecución del Programa del Inversión y Modernización para el Sector Justicia del INACIF,Servicios,Instituto Nacional de Ciencias Forenses de Guatemala (INACIF),1200.00,En Curso
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1677-S,Servicio de Seguro de equipos de cómputo,Servicios,Organismo Judicial Guatemala (OJ),785.45,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-19208-O,Contratación de 35 Proyectos de Obras,Obras,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",23850465.00,En Curso
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-611-CI,Contratación de Un (1) Especialista de Adquisiciones CPN-FHIS-37-2023,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",60000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-20365-O,"Consultoría en diseño, planos constructivos, reconstrucción de centros educativos en área Aserri 3E, partida 1  Escuela Bajos de Cedral; Consultoría en diseño, planos constructivos, reconstrucción de centros educativos en área Aserri 3E, partida 2 Escuela Bajos de Praga",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),643892.41,Previsto
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1444-CI,Contratación de Consultorías Consultor Arqueologo diagnostico terreno Sede Central (honorarios y perforaciones),Consultorías Individuales,Instituto de la Defensa Pública Penal de Guatemala (IDPP),27000.00,Adjudicado
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-S-2261-4055-B,Llantas para el vehículo del proyecto 2025,Bienes,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",2100.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-1114-B,ADQUISICIÓN DE DOS CAMIONETAS 4X4 PARA SEGUIMIENTO EN TERRITORIO DEL PROYECTO,Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",0.00,Desierto
"2256",Programa Mi Nueva Escuela ,SLV-2025-2256-13941-CI,"Contratación de Arquitectos Senior para desempeñarse como especialistas de diseño para la Unidad Gestora de Proyectos (UGP) en apoyo a la Dirección de Infraestructura y Ambientes Educativos (DIAE). Cantidad de consultores: 10 | Honorarios mensual: $2,200.00 | Periodo de Contratación: 24 meses ",Consultorías Individuales,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",528000.00,Previsto
"2295",Ampliación y Rehabilitación de la Autopista Philip Goldson,BLZ-2025-2295-16093-CF,Consultancy Services for the Design Review and Construction Supervision of the Philip Goldson Highway Project (mile 8 - 24.5),Consultorías Firmas,Ministry of Infrastructure Development & Housing (MIDH),1099175.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12551-O,"Contratación de estudios, diseños y construcción de obras de obras de estabilizaciónCA-Lote 2-1",Obras,Consejo Nacional de Vialidad (CONAVI),0.00,Desierto
"2161",Proyecto de Fortalecimiento de las Capacidades de I+D,ARG-2025-2161-12695-B,"Proyectos de investigación destinados a la compra de equipamiento científico de mas de USD 50.000.- y hasta USD 100.000.- Concurso de proyectos. Se financian la compra de 1 equipos aprox, se van a realizar varios procesos aplicando la Legislacion Nacional entre USD 50.000 y USD 100.000.-",Bienes,Ministerio de Ciencia y Tecnología e Innovación Productiva (MINCYT),146728.00,Adjudicado
"2193",Proyecto de gestión por resultados en salud para la atención de población adulta mayor en la Argentina,ARG-INDSSPJ-2193-10245-B,"1.3 MEDICAMENTOS - 40 principios activos destinados al programa VADEMECUM de Medicamentos Escenciales - Alcance nacional, plazo 1 mes.",Bienes,Instituto Nacional de Servicios Sociales para Jubilados y Pensionados (PAMI),13902010.20,Adjudicado
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-2025-2240-19124-B,Adquisición de Licencias de AUTOCAD y REVIT para la Unidad Ejecutora del Programa – DINAC ,Bienes,Dirección Nacional de Compras (DINAC),15000.00,Previsto
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10522-CI,Contratación Especialista en Gestión Social.  Profesional que dará cumplimiento al Plan de Acción Ambiental y Social de acuerdo con lo establecido en el contrato del préstamo número 2230 y la legislación nacional en temas socio ambientales,Consultorías Individuales,Ministerio de Salud Pública y Asistencia Social (MSPAS),22050.00,Contrato Terminado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3511-O,Construcción de Viviendas de Interes Social heroes y martires de Santa Lucia para familias en la condicion de Extrema Pobreza II Etapa. (12 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),84000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3625-O,Construcción de Viviendas Extrema Pobreza Fase V en el Municipio de Palacaguina Sector Rural (17 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),136000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3737-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Laguna de Perlas sector II (10 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),80000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3850-O,Construcción de viviendas de extrema pobreza Fase XII en el municipio de Achuapa (14 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),119000.00,Previsto
"2338",Programa de Mejoramiento y Ampliación en 4 Sistemas de Agua Potable en 5 ciudades de Nicaragua,NIC-2025-2338-16048-CF,"Consultoría para elaborar diseño metodológico para la implementación y medición de los niveles de pobreza en las áreas urbanas de las ciudades de Ocotal, Camoapa, San Jorge -Buenos Aires y Diriamba, como parte de la incidencia del programa de Mejoramiento y Ampliación en 4 Sistemas de Agua Potable en las ciudades de Nicaragua",Consultorías Firmas,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),250010.00,En Curso
"2254",Programa de Construcción de Infraestructura y Rescate de Escenarios Deportivos (PRODEPORTE),SLV-2025-2254-13298-S,CONTRATACION DE DOS MOTORISTAS PARA UNIDAD EJECUTORA DEL BCIE (RESPONSABLE DE  REALIZAR SUS LABORES CON ALTO GRADO DE RESPONSABILIDAD) US$800.00 ( 24 MESES),Servicios,Instituto Nacional de los Deportes de El Salvador (INDES),19200.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14423-O,"Construcción de obras del proyecto  Sistema de Agua   comunidad Buena Vista- Etapa III Linea de Distribución, ejecutado bajo la modalidad Proyectos Guiado por la Comunidad (PGC) la cual es una modalidad de ejecución en el FISE, regido por el manual PGC, el costo del contrato será mayor a US$50,000 y hasta US$200,000.  (Actualizado monto en base al rango aprobado para la modalidad de ejecución y la disponibilidad del subcomponente Infraestructura)",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),199990.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14478-CI,Contratación de 05 cadistas,Consultorías Individuales,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),10320.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15659-O,Construcción del centro educativo Sixto Cordero Martinez,Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7833-S,"Adquicision de Combustible durante los Años 2018-2019-para el PDABR, Comayagua (Juan Angel Avelar Rojo/ Servicientro Puma Valladoli )",Servicios,Secretaría de Agricultura y Ganadería (SAG),8000.00,Adjudicado
"2278",Programa de Apoyo a la atención de la COVID-19 y el mejoramiento de la red hospitalaria a través de equipamiento e infraestructura,NIC-2025-2278-18945-O,Adecuaciones en Unidades de Salud,Obras,Ministerio de Salud (MINSA),8435300.00,Previsto
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2458-CF,Consultoría para la Preinversión del Hospital Policial,Consultorías Firmas,Ministerio de Gobernación (MINGOB),785532.00,Adjudicado
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8896-B,"COASTAL PATROL BOATS. Acquisition and transportation of 3 vessels - two (2) swift vessels and 1 safe boat - 40ft. (14m Search and Rescue (SAR) [Model #46SAR0218],",Bienes,Ministry of Economic Development (MED),3390000.00,Previsto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19888-B,"Compra de equipos, insumos y materiales para producción de bioinsumos",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),53062.50,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20000-S,Contratación de servicios para realizar comparación bilateral en temperatura con un laboratorio de metrología y LANAMET que incluye pago de trámites conexos y logística para la ejecución,Servicios,Ministerio de Hacienda y Crédito Público (MHCP),9500.00,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20114-CI,Especialista en Contratación de Módulos Comunitarios de Adoquinado,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),245000.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20180-CI,Contratación de Administrador de Proyectos Viales (1 consultor),Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),46200.00,Adjudicado
"2291",X Programa de Ampliación y Mejoramiento de Carreteras,NIC-2025-2291-14127-O,"Construcción de la Carretera Litoral del Pacífico entre los Departamentos de Managua, Carazo y Rivas, Tramo 2 Playa El Remanso - San Juan del sur - Empalme El Coyol (Brito) (29.28 km)",Obras,Ministerio de Transporte e Infraestructura (MTI),63063313.23,Adjudicado
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7245-S,"3.13 y 4.30  Pasajes aereos nacionales",Servicios,Programa de la Red Solidaria (PRS),103000.00,Previsto
"2342","HN - Proyecto de Construcción de la Presa Multipropósito El Tablón, Etapa I",HND-2025-2342-12004-B,Equipos de Cómputo,Bienes,Empresa Nacional de Energía Eléctrica (ENEE),16500.00,Previsto
"2181FORENSE",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-2025-2181FORENSE-18392-S,Adquisición de Póliza de Seguro para el Vehículo aéreo no tripulado de la Unidad Especial de Ejecución del Programa de Inversión y Modernización para el Sector Justicia del INACIF,Servicios,Instituto Nacional de Ciencias Forenses de Guatemala (INACIF),1983.00,Adjudicado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1680-S,Servicio de Seguro de equipos de cómputo (renovación y nuevos equipos ),Servicios,Organismo Judicial Guatemala (OJ),2600.00,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-19210-O,Contratación de 1 Proyecto de Obras denominado Ampliación CEB Miguel Paz Barahona ,Obras,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",308000.00,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-612-CI,Contratación de Técnico de Campo Ambiental de la UCP CPN-FHIS-43-2023,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",0.00,En Curso
